AppName,TCID,STATUS,EXEDATE,ENV|CODE|DATA|REQ
OnePlan,61,Pass,3/1/2016,
OnePlan,62,Pass,3/2/2016,
OnePlan,63,Fail,3/3/2016,STG2.0|for i in Age|list index out of range|looping
OnePlan,64,Pass,3/4/2016,
OnePlan,65,Fail,3/5/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value 
OnePlan,66,Pass,3/6/2016,
OnePlan,67,Pass,3/7/2016,
OnePlan,68,Pass,3/8/2016,
OnePlan,69,Pass,3/9/2016,
OnePlan,70,Pass,3/10/2016,
OnePlan,71,Fail,3/11/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data"
OnePlan,72,Pass,3/12/2016,
OnePlan,73,Fail,3/13/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
OnePlan,74,Fail,3/14/2016,"PROD2.0|import plotly|The plotly.plotly module is deprecated,|importing"
OnePlan,75,Pass,3/15/2016,
OnePlan,76,Pass,3/16/2016,
OnePlan,77,Pass,3/17/2016,
OnePlan,78,Pass,3/18/2016,
OnePlan,79,Pass,3/19/2016,
OnePlan,80,Pass,3/20/2016,
OnePlan,81,Fail,3/21/2016,"DEV2.0|print(data.[""Name""])|No column named ""Name""|retrive data"
OnePlan,82,Fail,3/22/2016,DEV2.0|plt.show()|plt:undefined name|displaying
OnePlan,83,Fail,3/23/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing
OnePlan,84,Fail,3/24/2016,"DEV2.0|plt.plot(x,y)|x,y : undefined variables|plotting"
OnePlan,85,Fail,3/25/2016,PROD2.0|import numpy as np|numpy: Package not found|importing
OnePlan,86,Pass,3/26/2016,
OnePlan,87,Pass,3/27/2016,
OnePlan,88,Fail,3/28/2016,"PROD2.0|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
OnePlan,89,Fail,3/29/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data"
OnePlan,90,Pass,3/30/2016,
OnePlan,91,Pass,3/31/2016,
OnePlan,92,Pass,4/1/2016,
OnePlan,93,Pass,4/2/2016,
OnePlan,94,Pass,4/3/2016,
OnePlan,95,Pass,4/4/2016,
OnePlan,96,Pass,4/5/2016,
OnePlan,97,Pass,4/6/2016,
OnePlan,98,Fail,4/7/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration"
OnePlan,99,Pass,4/8/2016,
OnePlan,100,Pass,4/9/2016,
OnePlan,101,Pass,4/10/2016,
OnePlan,102,Fail,4/11/2016,STG2.0|while var >! 0:  |invalid operator|validation
OnePlan,103,Pass,4/12/2016,
OnePlan,104,Pass,4/13/2016,
OnePlan,105,Pass,4/14/2016,
OnePlan,106,Pass,4/15/2016,
OnePlan,107,Fail,4/16/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
OnePlan,108,Pass,4/17/2016,
OnePlan,109,Pass,4/18/2016,
OnePlan,110,Fail,4/19/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
OnePlan,111,Pass,4/20/2016,
OnePlan,112,Pass,4/21/2016,
OnePlan,113,Pass,4/22/2016,
OnePlan,114,Fail,4/23/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
OnePlan,115,Fail,4/24/2016,PROD2.0|import numpy as np|numpy: Package not found|importing
OnePlan,116,Pass,4/25/2016,
OnePlan,117,Fail,4/26/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
OnePlan,118,Pass,4/27/2016,
OnePlan,119,Pass,4/28/2016,
OnePlan,120,Fail,4/29/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
OnePlan,121,Pass,4/30/2016,
OnePlan,122,Pass,5/1/2016,
OnePlan,123,Pass,5/2/2016,
OnePlan,124,Fail,5/3/2016,PROD2.0|import numpy as np|numpy: Package not found|importing
OnePlan,125,Pass,5/4/2016,
OnePlan,126,Pass,5/5/2016,
OnePlan,127,Pass,5/6/2016,
OnePlan,128,Pass,5/7/2016,
OnePlan,129,Pass,5/8/2016,
OnePlan,130,Pass,5/9/2016,
OnePlan,131,Fail,5/10/2016,DEV2.0|plt.show()|plt:undefined name|displaying
OnePlan,132,Pass,5/11/2016,
OnePlan,133,Pass,5/12/2016,
OnePlan,134,Pass,5/13/2016,
OnePlan,135,Fail,5/14/2016,DEV2.0|plt.show()|plt:undefined name|displaying
OnePlan,136,Fail,5/15/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
OnePlan,137,Pass,5/16/2016,
OnePlan,138,Pass,5/17/2016,
OnePlan,139,Fail,5/18/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations"
OnePlan,140,Pass,5/19/2016,
OnePlan,141,Fail,5/20/2016,STG2.0|for x in range(10)|List out of index [15]|looping
OnePlan,142,Fail,5/21/2016,DEV2.0|print(df.columns)|df: undefined dataframe|retrive data
OnePlan,143,Fail,5/22/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
OnePlan,144,Fail,5/23/2016,DEV2.0|plt.show()|plt:undefined name|displaying
OnePlan,145,Pass,5/24/2016,
OnePlan,146,Pass,5/25/2016,
OnePlan,147,Pass,5/26/2016,
OnePlan,148,Fail,5/27/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
OnePlan,149,Fail,5/28/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing"
OnePlan,150,Pass,5/29/2016,
OnePlan,151,Fail,5/30/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration"
OnePlan,152,Pass,5/31/2016,
OnePlan,153,Pass,6/1/2016,
OnePlan,154,Pass,6/2/2016,
OnePlan,155,Pass,6/3/2016,
OnePlan,156,Pass,6/4/2016,
OnePlan,157,Pass,6/5/2016,
OnePlan,158,Pass,6/6/2016,
OnePlan,159,Fail,6/7/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing
OnePlan,160,Pass,6/8/2016,
OnePlan,161,Fail,6/9/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control
OnePlan,162,Pass,6/10/2016,
OnePlan,163,Fail,6/11/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing
OnePlan,164,Fail,6/12/2016,PROD2.0|print(('python')*a)|a: variable undefined|retrieve data
OnePlan,165,Pass,6/13/2016,
OnePlan,166,Pass,6/14/2016,
OnePlan,167,Fail,6/15/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing
OnePlan,168,Pass,6/16/2016,
OnePlan,169,Pass,6/17/2016,
OnePlan,170,Fail,6/18/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising
OnePlan,171,Pass,6/19/2016,
OnePlan,172,Fail,6/20/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration"
OnePlan,173,Pass,6/21/2016,
OnePlan,174,Pass,6/22/2016,
OnePlan,175,Pass,6/23/2016,
OnePlan,176,Pass,6/24/2016,
OnePlan,177,Pass,6/25/2016,
OnePlan,178,Pass,6/26/2016,
OnePlan,179,Fail,6/27/2016,PROD2.0|import numpy as np|numpy: Package not found|importing
OnePlan,180,Pass,6/28/2016,
OnePlan,181,Pass,6/29/2016,
OnePlan,182,Fail,6/30/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations"
OnePlan,183,Pass,7/1/2016,
OnePlan,184,Pass,7/2/2016,
OnePlan,185,Pass,7/3/2016,
OnePlan,186,Fail,7/4/2016,"DEV2.0|plt.plot(x,y)|x,y : undefined variables|plotting"
OnePlan,187,Fail,7/5/2016,STG2.0|while var >! 0:  |invalid operator|validation
OnePlan,188,Fail,7/6/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value 
OnePlan,189,Pass,7/7/2016,
OnePlan,190,Fail,7/8/2016,PROD2.0|import numpy as np|numpy: Package not found|importing
OnePlan,191,Pass,7/9/2016,
OnePlan,192,Pass,7/10/2016,
OnePlan,193,Fail,7/11/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control
OnePlan,194,Pass,7/12/2016,
OnePlan,195,Fail,7/13/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting
OnePlan,196,Pass,7/14/2016,
OnePlan,197,Fail,7/15/2016,STG2.0|for x in range(10)|List out of index [15]|looping
OnePlan,198,Fail,7/16/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
OnePlan,199,Pass,7/17/2016,
OnePlan,200,Pass,7/18/2016,
OnePlan,201,Pass,7/19/2016,
OnePlan,202,Pass,7/20/2016,
OnePlan,203,Pass,7/21/2016,
OnePlan,204,Fail,7/22/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration"
OnePlan,205,Fail,7/23/2016,PROD2.0|np.arange(8)|numpy array out of range|looping
OnePlan,206,Pass,7/24/2016,
OnePlan,207,Pass,7/25/2016,
OnePlan,208,Fail,7/26/2016,STG2.0|for i in Age|list index out of range|looping
OnePlan,209,Pass,7/27/2016,
OnePlan,210,Fail,7/28/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration"
OnePlan,211,Pass,7/29/2016,
OnePlan,212,Fail,7/30/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value 
OnePlan,213,Fail,7/31/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing"
OnePlan,214,Fail,8/1/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing
OnePlan,215,Fail,8/2/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing
OnePlan,216,Pass,8/3/2016,
OnePlan,217,Pass,8/4/2016,
OnePlan,218,Pass,8/5/2016,
OnePlan,219,Pass,8/6/2016,
OnePlan,220,Fail,8/7/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data"
OnePlan,221,Pass,8/8/2016,
OnePlan,222,Fail,8/9/2016,"PROD2.0|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
OnePlan,223,Pass,8/10/2016,
OnePlan,224,Pass,8/11/2016,
OnePlan,225,Fail,8/12/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations"
OnePlan,226,Fail,8/13/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
OnePlan,227,Fail,8/14/2016,UAT2.0|import matplotlib.pyplot as plt|matplot: Package not found|importing
OnePlan,228,Pass,8/15/2016,
OnePlan,229,Fail,8/16/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing"
OnePlan,230,Fail,8/17/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data"
OnePlan,231,Pass,8/18/2016,
OnePlan,232,Pass,8/19/2016,
OnePlan,233,Fail,8/20/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
OnePlan,234,Pass,8/21/2016,
OnePlan,235,Pass,8/22/2016,
OnePlan,236,Fail,8/23/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing
OnePlan,237,Fail,8/24/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing
OnePlan,238,Fail,8/25/2016,STG2.0|while var >! 0:  |invalid operator|validation
OnePlan,239,Pass,8/26/2016,
OnePlan,240,Fail,8/27/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising
OnePlan,241,Fail,8/28/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing
OnePlan,242,Pass,8/29/2016,
OnePlan,243,Pass,8/30/2016,
OnePlan,244,Fail,8/31/2016,STG2.0|while var >! 0:  |invalid operator|validation
OnePlan,245,Pass,9/1/2016,
OnePlan,246,Fail,9/2/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data"
OnePlan,247,Fail,9/3/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing
OnePlan,248,Fail,9/4/2016,PROD2.0|Not compatible with IOS 13|Update not found|Updating
OnePlan,249,Fail,9/5/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
OnePlan,250,Fail,9/6/2016,PROD2.0|np.arange(8)|numpy array out of range|looping
OnePlan,251,Pass,9/7/2016,
OnePlan,252,Pass,9/8/2016,
OnePlan,253,Fail,9/9/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing
OnePlan,254,Pass,9/10/2016,
OnePlan,255,Pass,9/11/2016,
OnePlan,256,Pass,9/12/2016,
OnePlan,257,Pass,9/13/2016,
OnePlan,258,Fail,9/14/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
OnePlan,259,Pass,9/15/2016,
OnePlan,260,Pass,9/16/2016,
OnePlan,261,Pass,9/17/2016,
OnePlan,262,Fail,9/18/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
OnePlan,263,Fail,9/19/2016,DEV2.0|plt.show()|plt:undefined name|displaying
OnePlan,264,Fail,9/20/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing"
OnePlan,265,Pass,9/21/2016,
OnePlan,266,Fail,9/22/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing"
OnePlan,267,Fail,9/23/2016,"DEV2.0| print ""Ok""|Missing parentheses in call to 'print'| printing"
OnePlan,268,Pass,9/24/2016,
OnePlan,269,Pass,9/25/2016,
OnePlan,270,Pass,9/26/2016,
OnePlan,271,Fail,9/27/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
OnePlan,272,Pass,9/28/2016,
OnePlan,273,Pass,9/29/2016,
OnePlan,274,Pass,9/30/2016,
OnePlan,275,Pass,10/1/2016,
OnePlan,276,Pass,10/2/2016,
OnePlan,277,Pass,10/3/2016,
OnePlan,278,Pass,10/4/2016,
OnePlan,279,Fail,10/5/2016,"DEV2.0|plt.plot(x,y)|x,y : undefined variables|plotting"
OnePlan,280,Fail,10/6/2016,DEV2.0|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
OnePlan,281,Pass,10/7/2016,
OnePlan,282,Fail,10/8/2016,STG2.0|while var >! 0:  |invalid operator|validation
OnePlan,283,Pass,10/9/2016,
OnePlan,284,Fail,10/10/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
OnePlan,285,Pass,10/11/2016,
OnePlan,286,Pass,10/12/2016,
OnePlan,287,Fail,10/13/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing
OnePlan,288,Pass,10/14/2016,
OnePlan,289,Pass,10/15/2016,
OnePlan,290,Pass,10/16/2016,
OnePlan,291,Fail,10/17/2016,DEV2.0|plt.show()|plt:undefined name|displaying
OnePlan,292,Fail,10/18/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
OnePlan,293,Fail,10/19/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing
OnePlan,294,Pass,10/20/2016,
OnePlan,295,Pass,10/21/2016,
OnePlan,296,Pass,10/22/2016,
OnePlan,297,Pass,10/23/2016,
OnePlan,298,Pass,10/24/2016,
OnePlan,299,Pass,10/25/2016,
OnePlan,300,Pass,10/26/2016,
OnePlan,301,Fail,10/27/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
OnePlan,302,Pass,10/28/2016,
OnePlan,303,Fail,10/29/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
OnePlan,304,Fail,10/30/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring
OnePlan,305,Fail,10/31/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
OnePlan,306,Pass,11/1/2016,
OnePlan,307,Fail,11/2/2016,"PROD2.0|import plotly|The plotly.plotly module is deprecated,|importing"
OnePlan,308,Pass,11/3/2016,
OnePlan,309,Fail,11/4/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data"
OnePlan,310,Pass,11/5/2016,
OnePlan,311,Pass,11/6/2016,
OnePlan,312,Pass,11/7/2016,
OnePlan,313,Pass,11/8/2016,
OnePlan,314,Pass,11/9/2016,
OnePlan,315,Fail,11/10/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
OnePlan,316,Pass,11/11/2016,
OnePlan,317,Fail,11/12/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
OnePlan,318,Fail,11/13/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
OnePlan,319,Pass,11/14/2016,
OnePlan,320,Pass,11/15/2016,
OnePlan,321,Fail,11/16/2016,UAT2.0|form.submit(name[0])|Array index out of bounds|Need to specify name
OnePlan,322,Pass,11/17/2016,
OnePlan,323,Fail,11/18/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations"
OnePlan,324,Fail,11/19/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting
OnePlan,325,Pass,11/20/2016,
OnePlan,326,Pass,11/21/2016,
OnePlan,327,Fail,11/22/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
OnePlan,328,Pass,11/23/2016,
OnePlan,329,Fail,11/24/2016,PROD2.0|print(('python')*a)|a: variable undefined|retrieve data
OnePlan,330,Pass,11/25/2016,
OnePlan,331,Pass,11/26/2016,
OnePlan,332,Pass,11/27/2016,
OnePlan,333,Fail,11/28/2016,PROD2.0|np.arange(8)|numpy array out of range|looping
OnePlan,334,Pass,11/29/2016,
OnePlan,335,Fail,11/30/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
OnePlan,336,Fail,12/1/2016,PROD2.0|print(('python')*a)|a: variable undefined|retrieve data
OnePlan,337,Pass,12/2/2016,
OnePlan,338,Fail,12/3/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
OnePlan,339,Pass,12/4/2016,
OnePlan,340,Fail,12/5/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data"
OnePlan,341,Fail,12/6/2016,DEV2.0|df.read_csv(...)|file not found|Importing file
OnePlan,342,Fail,12/7/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
OnePlan,343,Fail,12/8/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
OnePlan,344,Fail,12/9/2016,PROD2.0|Not compatible with IOS 13|Update not found|Updating
OnePlan,345,Pass,12/10/2016,
OnePlan,346,Fail,12/11/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control
OnePlan,347,Fail,12/12/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
OnePlan,348,Pass,12/13/2016,
OnePlan,349,Fail,12/14/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations"
OnePlan,350,Fail,12/15/2016,UAT2.0|import matplotlib.pyplot as plt|matplot: Package not found|importing
OnePlan,351,Pass,12/16/2016,
OnePlan,352,Pass,12/17/2016,
OnePlan,353,Pass,12/18/2016,
OnePlan,354,Pass,12/19/2016,
OnePlan,355,Pass,12/20/2016,
OnePlan,356,Pass,12/21/2016,
OnePlan,357,Pass,12/22/2016,
OnePlan,358,Fail,12/23/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing
OnePlan,359,Pass,12/24/2016,
OnePlan,360,Fail,12/25/2016,DEV2.0|df.read_csv(...)|file not found|Importing file
OnePlan,361,Pass,12/26/2016,
OnePlan,362,Pass,12/27/2016,
OnePlan,363,Pass,12/28/2016,
OnePlan,364,Fail,12/29/2016,DEV2.0|df.read_csv(...)|file not found|Importing file
OnePlan,365,Fail,12/30/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control
OnePlan,366,Pass,12/31/2016,
VPlan,1,Fail,1/1/2016,DEV2.0|print(df.columns)|df: undefined dataframe|retrive data
VPlan,2,Pass,1/2/2016,
VPlan,3,Fail,1/3/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control
VPlan,4,Pass,1/4/2016,
VPlan,5,Pass,1/5/2016,
VPlan,6,Fail,1/6/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control
VPlan,7,Pass,1/7/2016,
VPlan,8,Pass,1/8/2016,
VPlan,9,Fail,1/9/2016,STG2.0|while var >! 0:  |invalid operator|validation
VPlan,10,Pass,1/10/2016,
VPlan,11,Pass,1/11/2016,
VPlan,12,Fail,1/12/2016,"PROD2.0| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
VPlan,13,Pass,1/13/2016,
VPlan,14,Pass,1/14/2016,
VPlan,15,Pass,1/15/2016,
VPlan,16,Fail,1/16/2016,UAT2.0|import pandas as pd|package not found|importing
VPlan,17,Fail,1/17/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
VPlan,18,Fail,1/18/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
VPlan,19,Fail,1/19/2016,UAT2.0|import pandas as pd|package not found|importing
VPlan,20,Pass,1/20/2016,
VPlan,21,Pass,1/21/2016,
VPlan,22,Pass,1/22/2016,
VPlan,23,Fail,1/23/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
VPlan,24,Fail,1/24/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
VPlan,25,Pass,1/25/2016,
VPlan,26,Pass,1/26/2016,
VPlan,27,Fail,1/27/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
VPlan,28,Pass,1/28/2016,
VPlan,29,Pass,1/29/2016,
VPlan,30,Fail,1/30/2016,PROD2.0|import numpy as np|numpy: Package not found|importing
VPlan,31,Pass,1/31/2016,
VPlan,32,Fail,2/1/2016,STG2.0|for x in range(10)|List out of index [15]|looping
VPlan,33,Pass,2/2/2016,
VPlan,34,Fail,2/3/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations"
VPlan,35,Pass,2/4/2016,
VPlan,36,Fail,2/5/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data"
VPlan,37,Fail,2/6/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
VPlan,38,Pass,2/7/2016,
VPlan,39,Pass,2/8/2016,
VPlan,40,Pass,2/9/2016,
VPlan,41,Fail,2/10/2016,STG2.0|for i in Age|list index out of range|looping
VPlan,42,Pass,2/11/2016,
VPlan,43,Fail,2/12/2016,STG2.0|for x in range(10)|List out of index [15]|looping
VPlan,44,Pass,2/13/2016,
VPlan,45,Fail,2/14/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing
VPlan,46,Pass,2/15/2016,
VPlan,47,Fail,2/16/2016,"DEV2.0|print(data.[""Name""])|No column named ""Name""|retrive data"
VPlan,48,Fail,2/17/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
VPlan,49,Fail,2/18/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
VPlan,50,Fail,2/19/2016,DEV2.0|print(df.columns)|df: undefined dataframe|retrive data
VPlan,51,Fail,2/20/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising
VPlan,52,Pass,2/21/2016,
VPlan,53,Fail,2/22/2016,STG2.0|while var >! 0:  |invalid operator|validation
VPlan,54,Fail,2/23/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
VPlan,55,Fail,2/24/2016,DEV2.0|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
VPlan,56,Pass,2/25/2016,
VPlan,57,Fail,2/26/2016,PROD2.0|np.arange(8)|numpy array out of range|looping
VPlan,58,Pass,2/27/2016,
VPlan,59,Pass,2/28/2016,
VPlan,60,Pass,2/29/2016,
VPlan,61,Pass,3/1/2016,
VPlan,62,Pass,3/2/2016,
