,AppName,TCID,STATUS,EXEDATE,ENV|CODE|DATA|REQ,TestCaseID,WeekDay,Special,Day Weight,Function,Defect,mWeekDay,mSpecial
111,OnePlan,112,Pass,4/21/2016,0,10112,Thursday,0,1.0,0.0,0.0,1,0.0
112,OnePlan,113,Pass,4/22/2016,0,10113,Friday,0,3.0,0.0,0.0,3,0.0
113,OnePlan,114,Fail,4/23/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing,10114,Saturday,0,3.0,0.0,Environment,3,0.0
114,OnePlan,115,Fail,4/24/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,10115,Sunday,0,4.0,0.0,Functional,4,0.0
115,OnePlan,116,Pass,4/25/2016,0,10116,Monday,0,1.0,0.0,0.0,1,0.0
116,OnePlan,117,Fail,4/26/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error",10117,Tuesday,0,1.0,0.0,Data,1,0.0
117,OnePlan,118,Pass,4/27/2016,0,10118,Wednesday,0,1.0,0.0,0.0,1,0.0
118,OnePlan,119,Pass,4/28/2016,0,10119,Thursday,0,1.0,0.0,0.0,1,0.0
119,OnePlan,120,Fail,4/29/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",10120,Friday,0,3.0,0.0,Functional,3,0.0
120,OnePlan,121,Pass,4/30/2016,0,10121,Saturday,0,3.0,0.0,0.0,3,0.0
121,OnePlan,122,Pass,5/1/2016,0,10122,Sunday,0,4.0,0.0,0.0,4,0.0
122,OnePlan,123,Pass,5/2/2016,0,10123,Monday,0,1.0,0.0,0.0,1,0.0
123,OnePlan,124,Fail,5/3/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,10124,Tuesday,0,1.0,0.0,Requirement,1,0.0
124,OnePlan,125,Pass,5/4/2016,0,10125,Wednesday,0,1.0,0.0,0.0,1,0.0
125,OnePlan,126,Pass,5/5/2016,0,10126,Thursday,0,1.0,0.0,0.0,1,0.0
126,OnePlan,127,Pass,5/6/2016,0,10127,Friday,0,3.0,0.0,0.0,3,0.0
127,OnePlan,128,Pass,5/7/2016,0,10128,Saturday,0,3.0,0.0,0.0,3,0.0
128,OnePlan,129,Pass,5/8/2016,0,10129,Sunday,0,4.0,0.0,0.0,4,0.0
129,OnePlan,130,Pass,5/9/2016,0,10130,Monday,0,1.0,0.0,0.0,1,0.0
130,OnePlan,131,Fail,5/10/2016,DEV2.0|plt.show()|plt:undefined name|displaying,10131,Tuesday,0,1.0,0.0,Environment,1,0.0
131,OnePlan,132,Pass,5/11/2016,0,10132,Wednesday,0,1.0,0.0,0.0,1,0.0
132,OnePlan,133,Pass,5/12/2016,0,10133,Thursday,0,1.0,0.0,0.0,1,0.0
133,OnePlan,134,Pass,5/13/2016,0,10134,Friday,0,3.0,0.0,0.0,3,0.0
134,OnePlan,135,Fail,5/14/2016,DEV2.0|plt.show()|plt:undefined name|displaying,10135,Saturday,0,3.0,0.0,Data,3,0.0
135,OnePlan,136,Fail,5/15/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly",10136,Sunday,0,4.0,0.0,Functional,4,0.0
136,OnePlan,137,Pass,5/16/2016,0,10137,Monday,0,1.0,0.0,0.0,1,0.0
137,OnePlan,138,Pass,5/17/2016,0,10138,Tuesday,0,1.0,0.0,0.0,1,0.0
138,OnePlan,139,Fail,5/18/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",10139,Wednesday,0,1.0,0.0,Data,1,0.0
139,OnePlan,140,Pass,5/19/2016,0,10140,Thursday,0,1.0,0.0,0.0,1,0.0
140,OnePlan,141,Fail,5/20/2016,STG2.0|for x in range(10)|List out of index [15]|looping,10141,Friday,0,3.0,0.0,Environment,3,0.0
141,OnePlan,142,Fail,5/21/2016,DEV2.0|print(df.columns)|df: undefined dataframe|retrive data,10142,Saturday,0,3.0,0.0,Data,3,0.0
142,OnePlan,143,Fail,5/22/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly",10143,Sunday,0,4.0,0.0,Requirement,4,0.0
143,OnePlan,144,Fail,5/23/2016,DEV2.0|plt.show()|plt:undefined name|displaying,10144,Monday,0,1.0,0.0,Requirement,1,0.0
144,OnePlan,145,Pass,5/24/2016,0,10145,Tuesday,0,1.0,0.0,0.0,1,0.0
145,OnePlan,146,Pass,5/25/2016,0,10146,Wednesday,0,1.0,0.0,0.0,1,0.0
146,OnePlan,147,Pass,5/26/2016,0,10147,Thursday,0,1.0,0.0,0.0,1,0.0
147,OnePlan,148,Fail,5/27/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading",10148,Friday,0,3.0,0.0,Functional,3,0.0
148,OnePlan,149,Fail,5/28/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing",10149,Saturday,0,3.0,0.0,Functional,3,0.0
149,OnePlan,150,Pass,5/29/2016,0,10150,Sunday,0,4.0,0.0,0.0,4,0.0
150,OnePlan,151,Fail,5/30/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10151,Monday,0,1.0,0.0,Environment,1,0.0
151,OnePlan,152,Pass,5/31/2016,0,10152,Tuesday,0,1.0,0.0,0.0,1,0.0
152,OnePlan,153,Pass,6/1/2016,0,10153,Wednesday,0,1.0,0.0,0.0,1,0.0
153,OnePlan,154,Pass,6/2/2016,0,10154,Thursday,0,1.0,0.0,0.0,1,0.0
154,OnePlan,155,Pass,6/3/2016,0,10155,Friday,0,3.0,0.0,0.0,3,0.0
155,OnePlan,156,Pass,6/4/2016,0,10156,Saturday,0,3.0,0.0,0.0,3,0.0
156,OnePlan,157,Pass,6/5/2016,0,10157,Sunday,0,4.0,0.0,0.0,4,0.0
157,OnePlan,158,Pass,6/6/2016,0,10158,Monday,0,1.0,0.0,0.0,1,0.0
158,OnePlan,159,Fail,6/7/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing,10159,Tuesday,0,1.0,0.0,Environment,1,0.0
159,OnePlan,160,Pass,6/8/2016,0,10160,Wednesday,0,1.0,0.0,0.0,1,0.0
160,OnePlan,161,Fail,6/9/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control,10161,Thursday,0,1.0,0.0,Requirement,1,0.0
161,OnePlan,162,Pass,6/10/2016,0,10162,Friday,0,3.0,0.0,0.0,3,0.0
162,OnePlan,163,Fail,6/11/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing,10163,Saturday,0,3.0,0.0,Data,3,0.0
163,OnePlan,164,Fail,6/12/2016,PROD2.0|print(('python')*a)|a: variable undefined|retrieve data,10164,Sunday,0,4.0,0.0,Environment,4,0.0
164,OnePlan,165,Pass,6/13/2016,0,10165,Monday,0,1.0,0.0,0.0,1,0.0
165,OnePlan,166,Pass,6/14/2016,0,10166,Tuesday,0,1.0,0.0,0.0,1,0.0
166,OnePlan,167,Fail,6/15/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing,10167,Wednesday,0,1.0,0.0,Functional,1,0.0
167,OnePlan,168,Pass,6/16/2016,0,10168,Thursday,0,1.0,0.0,0.0,1,0.0
168,OnePlan,169,Pass,6/17/2016,0,10169,Friday,0,3.0,0.0,0.0,3,0.0
169,OnePlan,170,Fail,6/18/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising,10170,Saturday,0,3.0,0.0,Environment,3,0.0
170,OnePlan,171,Pass,6/19/2016,0,10171,Sunday,0,4.0,0.0,0.0,4,0.0
171,OnePlan,172,Fail,6/20/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10172,Monday,0,1.0,0.0,Functional,1,0.0
172,OnePlan,173,Pass,6/21/2016,0,10173,Tuesday,0,1.0,0.0,0.0,1,0.0
173,OnePlan,174,Pass,6/22/2016,0,10174,Wednesday,0,1.0,0.0,0.0,1,0.0
174,OnePlan,175,Pass,6/23/2016,0,10175,Thursday,0,1.0,0.0,0.0,1,0.0
175,OnePlan,176,Pass,6/24/2016,0,10176,Friday,0,3.0,0.0,0.0,3,0.0
176,OnePlan,177,Pass,6/25/2016,0,10177,Saturday,0,3.0,0.0,0.0,3,0.0
177,OnePlan,178,Pass,6/26/2016,0,10178,Sunday,0,4.0,0.0,0.0,4,0.0
178,OnePlan,179,Fail,6/27/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,10179,Monday,0,1.0,0.0,Data,1,0.0
179,OnePlan,180,Pass,6/28/2016,0,10180,Tuesday,0,1.0,0.0,0.0,1,0.0
180,OnePlan,181,Pass,6/29/2016,0,10181,Wednesday,0,1.0,0.0,0.0,1,0.0
181,OnePlan,182,Fail,6/30/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",10182,Thursday,0,1.0,0.0,Data,1,0.0
182,OnePlan,183,Pass,7/1/2016,0,10183,Friday,0,3.0,0.0,0.0,3,0.0
183,OnePlan,184,Pass,7/2/2016,0,10184,Saturday,0,3.0,0.0,0.0,3,0.0
184,OnePlan,185,Pass,7/3/2016,0,10185,Sunday,0,4.0,0.0,0.0,4,0.0
185,OnePlan,186,Fail,7/4/2016,"DEV2.0|plt.plot(x,y)|x,y : undefined variables|plotting",10186,Monday,Independence Day,5.0,0.0,Data,1,4.0
186,OnePlan,187,Fail,7/5/2016,STG2.0|while var >! 0:  |invalid operator|validation,10187,Tuesday,0,1.0,0.0,Requirement,1,0.0
187,OnePlan,188,Fail,7/6/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value ,10188,Wednesday,0,1.0,0.0,Environment,1,0.0
188,OnePlan,189,Pass,7/7/2016,0,10189,Thursday,0,1.0,0.0,0.0,1,0.0
189,OnePlan,190,Fail,7/8/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,10190,Friday,0,3.0,0.0,Functional,3,0.0
190,OnePlan,191,Pass,7/9/2016,0,10191,Saturday,0,3.0,0.0,0.0,3,0.0
191,OnePlan,192,Pass,7/10/2016,0,10192,Sunday,0,4.0,0.0,0.0,4,0.0
192,OnePlan,193,Fail,7/11/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control,10193,Monday,0,1.0,0.0,Requirement,1,0.0
193,OnePlan,194,Pass,7/12/2016,0,10194,Tuesday,0,1.0,0.0,0.0,1,0.0
194,OnePlan,195,Fail,7/13/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting,10195,Wednesday,0,1.0,0.0,Data,1,0.0
195,OnePlan,196,Pass,7/14/2016,0,10196,Thursday,0,1.0,0.0,0.0,1,0.0
196,OnePlan,197,Fail,7/15/2016,STG2.0|for x in range(10)|List out of index [15]|looping,10197,Friday,0,3.0,0.0,Data,3,0.0
197,OnePlan,198,Fail,7/16/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",10198,Saturday,0,3.0,0.0,Requirement,3,0.0
198,OnePlan,199,Pass,7/17/2016,0,10199,Sunday,0,4.0,0.0,0.0,4,0.0
199,OnePlan,200,Pass,7/18/2016,0,10200,Monday,0,1.0,0.0,0.0,1,0.0
200,OnePlan,201,Pass,7/19/2016,0,10201,Tuesday,0,1.0,0.0,0.0,1,0.0
201,OnePlan,202,Pass,7/20/2016,0,10202,Wednesday,0,1.0,0.0,0.0,1,0.0
202,OnePlan,203,Pass,7/21/2016,0,10203,Thursday,0,1.0,0.0,0.0,1,0.0
203,OnePlan,204,Fail,7/22/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10204,Friday,0,3.0,0.0,Environment,3,0.0
204,OnePlan,205,Fail,7/23/2016,PROD2.0|np.arange(8)|numpy array out of range|looping,10205,Saturday,0,3.0,0.0,Environment,3,0.0
205,OnePlan,206,Pass,7/24/2016,0,10206,Sunday,0,4.0,0.0,0.0,4,0.0
206,OnePlan,207,Pass,7/25/2016,0,10207,Monday,0,1.0,0.0,0.0,1,0.0
207,OnePlan,208,Fail,7/26/2016,STG2.0|for i in Age|list index out of range|looping,10208,Tuesday,0,1.0,0.0,Data,1,0.0
208,OnePlan,209,Pass,7/27/2016,0,10209,Wednesday,0,1.0,0.0,0.0,1,0.0
209,OnePlan,210,Fail,7/28/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10210,Thursday,0,1.0,0.0,Environment,1,0.0
210,OnePlan,211,Pass,7/29/2016,0,10211,Friday,0,3.0,0.0,0.0,3,0.0
211,OnePlan,212,Fail,7/30/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value ,10212,Saturday,0,3.0,0.0,Functional,3,0.0
212,OnePlan,213,Fail,7/31/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing",10213,Sunday,0,4.0,0.0,Environment,4,0.0
213,OnePlan,214,Fail,8/1/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing,10214,Monday,0,1.0,0.0,Environment,1,0.0
214,OnePlan,215,Fail,8/2/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing,10215,Tuesday,0,1.0,0.0,Environment,1,0.0
215,OnePlan,216,Pass,8/3/2016,0,10216,Wednesday,0,1.0,0.0,0.0,1,0.0
216,OnePlan,217,Pass,8/4/2016,0,10217,Thursday,0,1.0,0.0,0.0,1,0.0
217,OnePlan,218,Pass,8/5/2016,0,10218,Friday,0,3.0,0.0,0.0,3,0.0
218,OnePlan,219,Pass,8/6/2016,0,10219,Saturday,0,3.0,0.0,0.0,3,0.0
219,OnePlan,220,Fail,8/7/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data",10220,Sunday,0,4.0,0.0,Functional,4,0.0
220,OnePlan,221,Pass,8/8/2016,0,10221,Monday,0,1.0,0.0,0.0,1,0.0
221,OnePlan,222,Fail,8/9/2016,"PROD2.0|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data",10222,Tuesday,0,1.0,0.0,Data,1,0.0
222,OnePlan,223,Pass,8/10/2016,0,10223,Wednesday,0,1.0,0.0,0.0,1,0.0
